PG7082	Religion	deferred_repair	Lives of the Necromancers	Godwin, William, 1756-1836
PG10417	Religion	split	Love, Life & Work Being a Book of Opinions Reasonably Good-Natured Concerning How to Attain the Highest Happiness for One's Self with the Least Possible Harm to Others	Hubbard, Elbert, 1856-1915
PG1579	Philosophy	split	Lysis	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG14660	Philosophy	split	Mabini's Decalogue for Filipinos	Mabini, Apolinario, 1864-1903
PG15772	Philosophy	deferred_repair	Machiavelli, Volume I	Machiavelli, Niccolò, 1469-1527; Cust, Henry John Cockayne, 1861-1917 [Author of introduction, etc.]; Dacres, Edward [Translator]; Whitehorne, Peter [Translator]
PG3328	Drama	split	Man and Superman: A Comedy and a Philosophy	Shaw, Bernard, 1856-1950
PG7058	Philosophy	deferred_repair	Mankind in the Making	Wells, H. G. (Herbert George), 1866-1946
PG1722	Religion	split	Martin Luther's Large Catechism, translated by Bente and Dau	Luther, Martin, 1483-1546; Bente, F. (Friedrich), 1858-1930 [Translator]; Dau, W. H. T. (William Herman Theodore), 1864-1944 [Translator]
PG1682	Drama	split	Menexenus	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG1643	Philosophy	split	Meno	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG9199	Religion	split	Monism as Connecting Religion and Science A Man of Science	Haeckel, Ernst, 1834-1919
PG8422	Drama	split	Moral Deliberations in Modern Cinema	Vaknin, Samuel, 1961-; Rangelovska, Lidija [Editor]
PG2631	Religion	split	Mr. Gladstone and Genesis Essay #5 from "Science and Hebrew Tradition	Huxley, Thomas Henry, 1825-1895
PG13143	Religion	split	Mystic Christianity; Or, The Inner Teachings of the Master	Atkinson, William Walker, 1862-1932
PG6147	Philosophy	split	Narrative and Miscellaneous Papers — Volume 2	De Quincey, Thomas, 1785-1859
PG5331	Poetry	split	NATURAE	Dom
PG2990	Philosophy	split	Never Again! A Protest and a Warning Addressed to the Peoples of Europe	Carpenter, Edward, 1844-1929
PG3257	Poetry	split	New Thought Pastels	Wilcox, Ella Wheeler, 1850-1919
PG16624	Religion	split	No and Yes	Eddy, Mary Baker, 1821-1910
PG6881	Philosophy	split	Note Book of an English Opium-Eater	De Quincey, Thomas, 1785-1859
PG13285	Religion	split	Occasional Thoughts in Reference to a Vertuous or Christian life	Masham, Damaris, Lady, 1658-1708
PG5068	Philosophy	split	On Being Human	Wilson, Woodrow, 1856-1924
PG1091	Philosophy	split	On Heroes, Hero-Worship, and the Heroic in History	Carlyle, Thomas, 1795-1881
PG2934	Philosophy	split	On the Advisableness of Improving Natural Knowledge	Huxley, Thomas Henry, 1825-1895
PG1016	Religion	split	On the Improvement of the Understanding	Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]
PG2627	Philosophy	split	On the Method of Zadig Essay #1 from "Science and Hebrew Tradition	Huxley, Thomas Henry, 1825-1895
PG4004	Religion	split	On the Prospects of Christianity Bernard Shaw's Preface to Androcles and the Lion	Shaw, Bernard, 1856-1950
PG2089	Religion	split	On the Reception of the 'Origin of Species'	Huxley, Thomas Henry, 1825-1895
PG15249	Religion	deferred_repair	Outspoken Essays	Inge, William Ralph, 1860-1954
PG1561	Fiction	deferred_repair	Pagan and Christian Creeds: Their Origin and Meaning	Carpenter, Edward, 1844-1929
PG16309	Religion	split	Paradoxes of Catholicism	Benson, Robert Hugh, 1871-1914
PG1687	Philosophy	split	Parmenides	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG16872	Philosophy	split	Percy Bysshe Shelley as a Philosopher and Reformer	Sotheran, Charles, 1847-1902; Frederickson, Charles William, 1823-1897 [Commentator]
PG1658	Philosophy	split	Phaedo	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG1636	Philosophy	split	Phaedrus	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG11025	Religion	split	Phaethon: Loose Thoughts for Loose Thinkers	Kingsley, Charles, 1819-1875
PG1744	Philosophy	split	Philebus	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG14657	Religion	split	Philo-Judæus of Alexandria	Bentwich, Norman, 1883-1971
